hshift,wshift,corr
-46,-49,-0.03329835956808757
-46,-48,-0.03283927518957639
-46,-47,-0.03782543734257898
-46,-46,-0.04694338912904216
-46,-45,-0.037048700345181367
-46,-44,-0.04318498203032321
-46,-43,-0.038306986434888064
-46,-42,-0.03922506613247288
-46,-41,-0.04185460575973011
-46,-40,-0.039079720073606446
-46,-39,-0.05915015723295244
-46,-38,-0.04296383560475965
-46,-37,-0.026045648547274116
-46,-36,-0.02860664273029556
-46,-35,-0.023632941937361658
-46,-34,-0.014321155079199628
-46,-33,-0.008180900947310091
-46,-32,0.031103736861021615
-46,-31,0.0389300671215272
-46,-30,0.01875810819019268
-46,-29,0.008119102916023715
-46,-28,-0.011179057961179394
-46,-27,-0.00942886574643547
-46,-26,-0.00277335430179503
-46,-25,-0.01497064933425601
-46,-24,-0.03113432451530903
-46,-23,-0.032318560922993636
-46,-22,-0.036683792152472715
-46,-21,-0.020255716879567003
-46,-20,0.004337450829039382
-46,-19,0.006506034025539431
-46,-18,0.0035555533760423374
-46,-17,0.026589253187959735
-46,-16,0.022306757419629446
-46,-15,0.01671484945863281
-46,-14,0.015341944435586688
-46,-13,0.02708478218046178
-46,-12,0.003887266607230072
-46,-11,0.030861398624971167
-46,-10,0.0325081118048405
-46,-9,0.035755499007120196
-46,-8,0.027600352821684004
-46,-7,0.03907046412619892
-46,-6,0.01546785910306452
-46,-5,0.023713140534668314
-46,-4,0.006152761865204483
-46,-3,0.011233028603097031
-46,-2,0.016901272501104406
-46,-1,-0.008406440976283434
-46,0,-0.01336415175682648
-46,1,-0.01551793861374224
-46,2,-0.01501513939538794
-46,3,-0.009010216154468445
-46,4,0.0024108327438629447
-46,5,0.007389542036392431
-46,6,0.0015002292011559691
-46,7,-0.013823571033734067
-46,8,-0.017010576429855352
-46,9,-0.008462574347818656
-46,10,-0.001163935530108503
-46,11,0.006826232287249842
-46,12,0.0024900501853876516
-46,13,-0.002877213479613883
-46,14,-0.015266078853647768
-46,15,-0.017973269118414667
-46,16,0.01203922745185779
-46,17,0.012405279287727704
-46,18,0.02795164709513783
-46,19,0.03653126104266009
-46,20,0.03614396071739803
-46,21,0.02808934063919883
-46,22,0.028566875431879992
-46,23,0.024233634017681357
-46,24,0.017337111999150365
-46,25,0.008070984111226212
-46,26,-0.01601641135042016
-46,27,-0.014193515881736474
-46,28,-0.018365095206732344
-46,29,-0.018334736666826185
-46,30,-0.0004544937511206464
-46,31,0.009913479549389445
-46,32,0.017945176070728288
-46,33,0.0213003457654511
-46,34,0.011838578706659464
-46,35,0.025620300774852438
-46,36,0.032662980195555656
-46,37,0.036032133516603906
-46,38,0.023495421027720963
-46,39,0.0054693039252622245
-46,40,0.002284485832815673
-46,41,-0.009204432516402712
-46,42,0.018563732010157794
-46,43,0.020845502859289843
-46,44,0.011414332263807782
-46,45,-0.010814271976500324
-46,46,-0.022241003343599384
-46,47,-0.029086697784390134
-46,48,-0.005190476616963764
-46,49,-0.0057823038427106946
-46,50,0.00890356989833473
-45,-50,-0.030357452426716777
-45,-49,-0.0380039587123162
-45,-48,-0.031746901748286795
-45,-47,-0.043171685018989235
-45,-46,-0.055193676917207286
-45,-45,-0.05045583389497773
-45,-44,-0.05343847605252973
-45,-43,-0.053356789719911694
-45,-42,-0.037088389019244494
-45,-41,-0.0513491336110606
-45,-40,-0.04267543896310181
-45,-39,-0.0465699891958166
-45,-38,-0.03925001646316497
-45,-37,-0.019034122129169034
-45,-36,-0.015880383711815466
-45,-35,-0.023391417517827494
-45,-34,-0.011792777959631493
-45,-33,-0.0012784576741102043
-45,-32,0.02208683575247983
-45,-31,0.03333544216876639
-45,-30,0.029423757252422158
-45,-29,0.00784688499125946
-45,-28,-0.011951675409074464
-45,-27,-0.020761839365059227
-45,-26,-0.025880672128878908
-45,-25,-0.020998347746326567
-45,-24,-0.031529252101726045
-45,-23,-0.02682302397832854
-45,-22,-0.03683476969768999
-45,-21,-0.03249793588509664
-45,-20,-0.00368618387737819
-45,-19,0.011066146246345158
-45,-18,0.01642973028095047
-45,-17,0.01924644653368391
-45,-16,0.024641703883629212
-45,-15,0.026559306351170545
-45,-14,0.031071558287848352
-45,-13,0.0208915115166939
-45,-12,0.016218504609726077
-45,-11,0.026952093746435205
-45,-10,0.027495390696867954
-45,-9,0.039104311639219916
-45,-8,0.03629200661156146
-45,-7,0.02224087203463613
-45,-6,0.013152308443888407
-45,-5,0.014438722673186659
-45,-4,0.013072624670943046
-45,-3,0.015547779333540684
-45,-2,0.019713145686361868
-45,-1,0.00047842442058451565
-45,0,-0.006409896061218764
-45,1,-0.016255729083040342
-45,2,-0.01389845787464088
-45,3,-0.010876867021999904
-45,4,0.00021658432136590865
-45,5,0.005450444495694342
-45,6,0.0018961331245937977
-45,7,0.009950214896656267
-45,8,-0.004773172027962207
-45,9,-0.004594019823170474
-45,10,-0.008907676513142787
-45,11,-0.0027768877293942065
-45,12,0.00145887667370129
-45,13,-0.011860931661601714
-45,14,-0.028623712501023302
-45,15,-0.016809935065234163
-45,16,-0.0014796075830895488
-45,17,0.018200791847034173
-45,18,0.018376045853329484
-45,19,0.03179971609560976
-45,20,0.02530601399820302
-45,21,0.015739768498848672
-45,22,0.023147370716410418
-45,23,0.033622936399059666
-45,24,0.04240775805715983
-45,25,0.01590432698182494
-45,26,0.0019379734869993722
-45,27,0.004190573631949482
-45,28,-0.010835052304956305
-45,29,-0.00110491415017466
-45,30,0.002401149248253727
-45,31,0.0060659647324634225
-45,32,-0.003960000341351684
-45,33,0.01750942541208204
-45,34,0.018632687680193452
-45,35,0.016168960217590178
-45,36,0.028900829628430588
-45,37,0.04711195057324212
-45,38,0.04669165884551886
-45,39,0.042477244497865455
-45,40,0.022820948358897284
-45,41,0.016941550802119728
-45,42,0.01665496362973757
-45,43,0.015165474023283377
-45,44,0.01293075768842594
-45,45,0.004204011343652374
-45,46,0.006940788083678262
-45,47,-0.014009632953763463
-45,48,-0.006620028902628768
-45,49,-0.008471719739255605
-45,50,0.015429584415816612
-44,-50,-0.013768560397060507
-44,-49,-0.024258004407074405
-44,-48,-0.02664681685331721
-44,-47,-0.0381099806798315
-44,-46,-0.033772371443435506
-44,-45,-0.04571393286231125
-44,-44,-0.04670424040614829
-44,-43,-0.043270827176941216
-44,-42,-0.035441215823729236
-44,-41,-0.03812935901034813
-44,-40,-0.038121968223806264
-44,-39,-0.034330386307828066
-44,-38,-0.02554492061882064
-44,-37,-0.007174345312603644
-44,-36,-0.013222252496833313
-44,-35,-0.019215708346672713
-44,-34,-0.004822431397976564
-44,-33,0.0019027878771324847
-44,-32,0.008667188554401895
-44,-31,0.04818093007972155
-44,-30,0.03286046882492982
-44,-29,0.02210725272030053
-44,-28,-0.0050161671202017975
-44,-27,-0.012461005268884414
-44,-26,-0.02332572318156573
-44,-25,-0.02689558851858522
-44,-24,-0.04726181041209171
-44,-23,-0.021591253752894488
-44,-22,-0.03203988852522874
-44,-21,-0.019644942941742256
-44,-20,-0.0018780353099152034
-44,-19,0.02369969266450877
-44,-18,0.013344835208733183
-44,-17,0.006487892007212288
-44,-16,0.0034648763389701375
-44,-15,0.020714654907089576
-44,-14,0.009286808541286974
-44,-13,0.011016356339670082
-44,-12,0.00648201233347987
-44,-11,0.00982978043079045
-44,-10,0.012970837927975704
-44,-9,0.029178005891013208
-44,-8,0.03227087375655049
-44,-7,0.027347238403271367
-44,-6,0.02681176850579485
-44,-5,0.011150439120340278
-44,-4,0.00536975061282989
-44,-3,0.001584335662211372
-44,-2,0.006423464874690591
-44,-1,-0.0014611323385258113
-44,0,0.004635946296936089
-44,1,0.005624810076064646
-44,2,-0.005728981407821325
-44,3,0.005339137779337914
-44,4,0.0005915296205586294
-44,5,0.008987959486019386
-44,6,-0.008674336505270762
-44,7,0.005818308780771978
-44,8,0.005771401328736725
-44,9,0.002207772886580988
-44,10,0.013966705798729648
-44,11,0.002561065575313583
-44,12,0.007499980426919436
-44,13,-0.018695110346898122
-44,14,-0.022986659499285442
-44,15,-0.01670757919869155
-44,16,0.0003067989714769521
-44,17,0.008239118844114072
-44,18,0.013112857191920168
-44,19,0.032048210959807005
-44,20,0.007378775859475729
-44,21,0.019909089195682926
-44,22,0.020001302926790775
-44,23,0.026589559930846548
-44,24,0.041581948616884905
-44,25,0.03192557240164946
-44,26,0.016848166757051926
-44,27,0.0045408061148291675
-44,28,-0.01401763531468737
-44,29,-0.0006508768108883733
-44,30,0.017514489958976063
-44,31,0.023489120045465328
-44,32,0.009369609314145653
-44,33,0.004249214288183761
-44,34,0.0192331131164549
-44,35,0.013916174302622786
-44,36,0.04875898569441762
-44,37,0.054105266932583454
-44,38,0.05923387951594632
-44,39,0.05832770846738465
-44,40,0.024170055580028733
-44,41,0.02599261019135134
-44,42,0.013283226281704774
-44,43,0.02319348023840579
-44,44,0.01891137788687125
-44,45,0.012705210334307375
-44,46,0.007912817310587046
-44,47,-0.004815360050623589
-44,48,0.002507391370192857
-44,49,0.011246384229861872
-44,50,0.00867115022006687
-43,-50,-0.008870707993468119
-43,-49,-0.006983805830195926
-43,-48,-0.01610124473713749
-43,-47,-0.03266320793072843
-43,-46,-0.030765953909549
-43,-45,-0.03542242354661116
-43,-44,-0.03997601652256643
-43,-43,-0.031123682503562514
-43,-42,-0.018888880386630776
-43,-41,-0.031675283687582344
-43,-40,-0.030149513779492654
-43,-39,-0.023979874403199566
-43,-38,-0.0302386975144779
-43,-37,-0.009227507114991951
-43,-36,-0.0077830584193125715
-43,-35,0.004783881997921086
-43,-34,0.001876644025337082
-43,-33,0.014429301143817505
-43,-32,0.01906214543953815
-43,-31,0.030397615010199407
-43,-30,0.02201784575158
-43,-29,0.022073862916317615
-43,-28,-0.008617884728093673
-43,-27,-0.019479077531834078
-43,-26,-0.03147982700871226
-43,-25,-0.032266516425297244
-43,-24,-0.01407567817452851
-43,-23,-0.01741580562812766
-43,-22,-0.024407208201476113
-43,-21,-0.02814541644378733
-43,-20,-0.010259793740296121
-43,-19,-0.0026833037298518584
-43,-18,0.0033057571036159685
-43,-17,-0.007948742879368092
-43,-16,0.012213184017024422
-43,-15,0.0239584187468934
-43,-14,0.016490071371346945
-43,-13,0.004948375195312887
-43,-12,-0.0017727966107692259
-43,-11,-0.0054455097843520645
-43,-10,0.012191425833401744
-43,-9,0.004842603526263993
-43,-8,0.016699813793330513
-43,-7,0.0011009867414577886
-43,-6,-0.00019512308041972
-43,-5,0.006006026035716522
-43,-4,0.003923403171199765
-43,-3,-0.00022593481099329033
-43,-2,0.02370285891237158
-43,-1,-0.0066266445171889645
-43,0,0.0058100362893591375
-43,1,0.000804831134999008
-43,2,-0.0017115054093605208
-43,3,0.004396342960340483
-43,4,0.004978329825065758
-43,5,0.009511018827008597
-43,6,0.01379625772127309
-43,7,0.005778967711175608
-43,8,0.011616105784514039
-43,9,0.022235548288933264
-43,10,0.01238818909210518
-43,11,0.00016314293903178282
-43,12,-0.005080031322158131
-43,13,0.00917208263934689
-43,14,-0.005337312729930303
-43,15,-0.009956806134749507
-43,16,-0.007666406382283958
-43,17,0.020432771406969582
-43,18,0.034718264864215156
-43,19,0.023433961288921897
-43,20,0.013225659107566975
-43,21,0.012693244467138636
-43,22,0.01892010574657981
-43,23,0.030582598270277185
-43,24,0.051918603978332055
-43,25,0.03632605007874939
-43,26,0.019527434742645434
-43,27,0.0016523759759451658
-43,28,0.014051673441103781
-43,29,0.010376607920523882
-43,30,0.029428143242460215
-43,31,0.05014768662404435
-43,32,0.04484906682322926
-43,33,0.031552963379780134
-43,34,0.04220834671611098
-43,35,0.05719363879292356
-43,36,0.05450183145860769
-43,37,0.0790507722098399
-43,38,0.0572717327283965
-43,39,0.04685677260834459
-43,40,0.04597970665021264
-43,41,0.010999747541938065
-43,42,0.010167313208904242
-43,43,0.015122650323634936
-43,44,0.004760588390677243
-43,45,0.015868592704372197
-43,46,0.002162292999457973
-43,47,0.002758388903245089
-43,48,0.0021616607784276935
-43,49,-0.0033684335916028887
-43,50,0.009242902143185001
-42,-50,0.0034444621781558773
-42,-49,0.0026567266262902123
-42,-48,0.002312872725683385
-42,-47,-0.022320578101780317
-42,-46,-0.020538131415627072
-42,-45,-0.018180459801381107
-42,-44,-0.008879133171316235
-42,-43,-0.010002890923557476
-42,-42,-0.026342294201987523
-42,-41,-0.035487667320220975
-42,-40,-0.02430435178896706
-42,-39,-0.0320805562029416
-42,-38,-0.026729788092107316
-42,-37,-0.010588561608434882
-42,-36,0.017457851795997563
-42,-35,0.01211174343022308
-42,-34,0.026263584290333673
-42,-33,0.03874695334617668
-42,-32,0.04489711512929568
-42,-31,0.03795191136170381
-42,-30,0.023938710414650243
-42,-29,0.0021205913940335643
-42,-28,0.007182849066460729
-42,-27,-0.013845020175357292
-42,-26,-0.031089416695484703
-42,-25,-0.020155754108095163
-42,-24,-0.027891817492744476
-42,-23,-0.03276286617717745
-42,-22,-0.01964436661067558
-42,-21,0.0009887494951039567
-42,-20,-0.008106663590277983
-42,-19,0.020967952253111346
-42,-18,0.010881050948788901
-42,-17,0.00897014823164117
-42,-16,0.03067030284183947
-42,-15,9.27197982248182e-05
-42,-14,0.004092952736014326
-42,-13,0.012785883774978739
-42,-12,0.003392854341688131
-42,-11,-0.007922076929890486
-42,-10,-0.0007528567504167189
-42,-9,-0.001316523919134251
-42,-8,-0.0007764474651990372
-42,-7,0.009963004307040916
-42,-6,0.00883067265746501
-42,-5,-0.0011939164315659995
-42,-4,0.014260423946473954
-42,-3,0.015464598552663324
-42,-2,0.019786422905280703
-42,-1,0.0035167837228375983
-42,0,0.019741105430878064
-42,1,0.01419376272258398
-42,2,0.0029165892412413236
-42,3,-0.002481047653414649
-42,4,0.011097222853031809
-42,5,-0.0003574853157372946
-42,6,-0.0006795361589369601
-42,7,0.019053346222284547
-42,8,0.026788117372549856
-42,9,0.012626316369001368
-42,10,0.021915863001225302
-42,11,0.022915264606213247
-42,12,0.0058352110553639164
-42,13,-0.003104280647287988
-42,14,0.014479966361246219
-42,15,0.00034933367450748433
-42,16,0.003869916141827479
-42,17,0.0333508219111717
-42,18,0.02219412163626913
-42,19,0.016409306596521483
-42,20,0.01737158754131332
-42,21,0.019086145038493808
-42,22,0.019644239970512532
-42,23,0.03937983303985026
-42,24,0.03205843932183273
-42,25,0.042040369028698704
-42,26,0.04202358803253377
-42,27,0.021932164213910033
-42,28,0.028035960484816824
-42,29,0.026029736255928443
-42,30,0.056053693892984105
-42,31,0.05752484311823974
-42,32,0.05672652338192509
-42,33,0.05318710096214957
-42,34,0.07076750739964338
-42,35,0.061880419840664495
-42,36,0.07359884545869728
-42,37,0.07247842882384292
-42,38,0.06760309556650743
-42,39,0.05545913558539622
-42,40,0.055268620010382595
-42,41,0.03045137059233748
-42,42,0.010297580815684769
-42,43,0.007188535292882013
-42,44,0.005498763772771223
-42,45,0.03138434542074702
-42,46,0.027545803524714096
-42,47,0.03784686698161685
-42,48,0.023703097765394553
-42,49,-0.0001244211106315245
-42,50,0.009325785239731895
-41,-50,-0.013665292221377471
-41,-49,-0.0037269098259645733
-41,-48,-0.007647341350773782
-41,-47,-0.004074215138014961
-41,-46,-0.008423691549989223
-41,-45,-0.01507617998459222
-41,-44,-0.013673062093515083
-41,-43,-0.025523118883928716
-41,-42,-0.01905805267402848
-41,-41,-0.02662259802674967
-41,-40,-0.025144328104146716
-41,-39,-0.03094808288459634
-41,-38,-0.016389625391552975
-41,-37,0.004604386172405604
-41,-36,0.0313285429557039
-41,-35,0.03612410880753302
-41,-34,0.02155941690779629
